num_comments,num_likes,num_new_celebrities,num_traditional_celebrities,brandname,productcategory
390,42688,0,0,tiffanyandco,jewellery&watches
30,6781,0,0,yslbeauty,beauty&cosmetic
264,78997,0,0,forever21,apparels
1209,122097,0,0,bmw,car
100,5773,0,0,tagheuer,jewellery&watches
316,38768,0,0,topshop,apparels
103,4438,0,0,tagheuer,jewellery&watches
23,707,0,0,kitchenaidusa,home equipment
32,5835,0,0,yslbeauty,beauty&cosmetic
276,82822,0,0,mercedesbenz,car
98,9478,0,0,bulgariofficial,jewellery&watches
71,8925,0,0,bulgariofficial,jewellery&watches
12,1388,0,0,hyundaiusa,car
24,4035,0,0,tagheuer,jewellery&watches
162,13872,0,0,bulgariofficial,jewellery&watches
27,4311,0,0,tagheuer,jewellery&watches
266,36083,0,0,danielwellington,jewellery&watches
12,5349,0,0,tagheuer,jewellery&watches
113,7243,0,0,bulgariofficial,jewellery&watches
604,96325,0,0,forever21,apparels
25,7047,0,0,bulgariofficial,jewellery&watches
29,7725,0,0,esteelauder,beauty&cosmetic
1163,139695,0,0,bmw,car
2410,199056,0,0,hm,apparels
92,39490,0,0,mercedesbenz,car
567,125241,0,0,hm,apparels
62,4554,0,0,revlon,beauty&cosmetic
739,115820,0,0,mercedesbenz,car
137,50412,0,0,danielwellington,jewellery&watches
7094,393938,0,0,nike,sports equipment
6621,420209,0,0,nike,sports equipment
5114,458396,0,0,nike,sports equipment
88,7248,0,0,tagheuer,jewellery&watches
1357,231281,0,0,nike,sports equipment
2760,255052,0,0,nike,sports equipment
1072,306137,0,0,nike,sports equipment
42,2535,0,0,cottononbody,sports equipment
529,92196,0,0,mercedesbenz,car
732,77825,0,0,hm,apparels
16,8332,0,0,bulgariofficial,jewellery&watches
334,123663,0,0,bmw,car
15,3111,0,0,tagheuer,jewellery&watches
127,8929,0,0,tagheuer,jewellery&watches
22,2893,0,0,cottononbody,sports equipment
5,3150,0,0,tagheuer,jewellery&watches
23,621,0,0,kitchenaidusa,home equipment
37,8232,0,0,esteelauder,beauty&cosmetic
22,4109,0,0,tagheuer,jewellery&watches
70,35624,0,0,topshop,apparels
13,9247,0,0,yslbeauty,beauty&cosmetic
190,83154,0,0,hm,apparels
650,47554,0,0,tiffanyandco,jewellery&watches
68,7060,0,0,tagheuer,jewellery&watches
273,59227,0,0,louisvuitton,apparels
105,10493,0,0,bulgariofficial,jewellery&watches
128,38036,0,0,danielwellington,jewellery&watches
425,90449,0,0,mercedesbenz,car
115,7641,0,0,tagheuer,jewellery&watches
83,9701,0,0,bulgariofficial,jewellery&watches
89,30066,0,0,topshop,apparels
198,16932,0,0,ferrariusa,car
2459,115443,0,0,bmw,car
8,2701,0,0,tagheuer,jewellery&watches
22,5567,0,0,revlon,beauty&cosmetic
828,44654,0,0,danielwellington,jewellery&watches
133,4875,0,0,tagheuer,jewellery&watches
300,68294,0,0,forever21,apparels
78,47850,0,0,dior,apparels
4920,351422,0,0,nike,sports equipment
46,3906,0,0,toyotausa,car
2385,351723,0,0,nike,sports equipment
3448,390306,0,0,nike,sports equipment
9,3478,0,0,tagheuer,jewellery&watches
478,62469,0,0,louisvuitton,apparels
70,72994,0,0,mercedesbenz,car
394,116099,0,0,forever21,apparels
4,988,0,0,hyundaiusa,car
5,1301,0,0,hyundaiusa,car
96,41088,0,0,danielwellington,jewellery&watches
796,128810,0,0,bmw,car
28,4321,0,0,revlon,beauty&cosmetic
105,106876,0,0,forever21,apparels
1937,456168,0,0,nike,sports equipment
350,97741,0,0,mercedesbenz,car
11,3257,0,0,tagheuer,jewellery&watches
13,948,0,0,lovisajewellery,jewellery&watches
815,124424,0,0,hm,apparels
213,82173,0,0,mercedesbenz,car
6,2186,0,0,cottononbody,sports equipment
64,31489,0,0,danielwellington,jewellery&watches
279,111853,0,0,bmw,car
6,3199,0,0,cottononbody,sports equipment
89,54606,0,0,dior,apparels
41,4002,0,0,tagheuer,jewellery&watches
141,11624,0,0,bulgariofficial,jewellery&watches
75,6977,0,0,yslbeauty,beauty&cosmetic
49,6605,0,0,tagheuer,jewellery&watches
41,10298,0,0,esteelauder,beauty&cosmetic
12,1294,0,0,kitchenaidusa,home equipment
15,4422,0,0,tagheuer,jewellery&watches
1208,131317,0,0,hm,apparels
352,103863,0,0,mercedesbenz,car
288,14293,0,0,bulgariofficial,jewellery&watches
595,48604,0,0,topshop,apparels
36,8652,0,0,yslbeauty,beauty&cosmetic
159,46378,0,0,dior,apparels
175,46751,0,0,mercedesbenz,car
161,58092,0,0,lamborghini,car
102,7292,0,0,yslbeauty,beauty&cosmetic
184,14705,0,0,bulgariofficial,jewellery&watches
220,15125,0,0,bulgariofficial,jewellery&watches
140,97925,0,0,forever21,apparels
1512,123637,0,0,bmw,car
6,786,0,0,kitchenaidusa,home equipment
106,39099,0,0,topshop,apparels
241,39528,0,0,danielwellington,jewellery&watches
23,2949,0,0,tagheuer,jewellery&watches
10,1651,0,0,hyundaiusa,car
16,2748,0,0,toyotausa,car
405,131543,0,0,hm,apparels
52,9135,0,0,esteelauder,beauty&cosmetic
16,3827,0,0,tagheuer,jewellery&watches
21,5323,0,0,revlon,beauty&cosmetic
524,96930,0,0,mercedesbenz,car
31,6423,0,0,tagheuer,jewellery&watches
381,123103,0,0,bmw,car
236,60201,0,0,mercedesbenz,car
19,651,0,0,lovisajewellery,jewellery&watches
415,142696,0,0,forever21,apparels
316,37651,0,0,danielwellington,jewellery&watches
672,78153,0,0,mercedesbenz,car
545,117953,0,0,hm,apparels
80,54827,0,0,danielwellington,jewellery&watches
65,9247,0,0,tagheuer,jewellery&watches
1,2289,0,0,cottononbody,sports equipment
231,96426,0,0,mercedesbenz,car
344,89232,0,0,dior,apparels
178,90433,0,0,adidas,sports equipment
49,32126,0,0,topshop,apparels
123,13417,0,0,bulgariofficial,jewellery&watches
790,101345,0,0,hm,apparels
10,3781,0,0,tagheuer,jewellery&watches
34,7736,0,0,yslbeauty,beauty&cosmetic
148,82696,0,0,mercedesbenz,car
251,39333,0,0,danielwellington,jewellery&watches
219,90481,0,0,mercedesbenz,car
407,77105,0,0,dior,apparels
23,7311,0,0,esteelauder,beauty&cosmetic
122,6659,0,0,yslbeauty,beauty&cosmetic
341,116933,0,0,forever21,apparels
94,10065,0,0,bulgariofficial,jewellery&watches
95,45388,0,0,topshop,apparels
6,848,0,0,kitchenaidusa,home equipment
278,102652,0,0,mercedesbenz,car
43,6414,0,0,yslbeauty,beauty&cosmetic
69,35806,0,0,topshop,apparels
417,49340,0,0,tiffanyandco,jewellery&watches
299,14746,0,0,esteelauder,beauty&cosmetic
305,93473,0,0,forever21,apparels
1089,61940,0,0,danielwellington,jewellery&watches
11,5771,0,0,tagheuer,jewellery&watches
44,42163,0,0,mercedesbenz,car
7,661,0,0,lovisajewellery,jewellery&watches
342,162611,0,0,forever21,apparels
46,11904,0,0,ferrariusa,car
696,162496,0,0,forever21,apparels
119,82626,0,0,mercedesbenz,car
56,3788,0,0,cottononbody,sports equipment
467,137988,0,0,hm,apparels
20,6328,0,0,tagheuer,jewellery&watches
486,93642,0,0,mercedesbenz,car
350,53337,0,0,topshop,apparels
4,4534,0,0,tagheuer,jewellery&watches
7,6603,0,0,yslbeauty,beauty&cosmetic
142,55983,0,0,topshop,apparels
15,8628,0,0,yslbeauty,beauty&cosmetic
162,72774,0,0,mercedesbenz,car
103,4678,0,0,tagheuer,jewellery&watches
150,33171,0,0,danielwellington,jewellery&watches
55,39144,0,0,tiffanyandco,jewellery&watches
5,7369,0,0,yslbeauty,beauty&cosmetic
3424,121269,0,0,bmw,car
56,8053,0,0,tagheuer,jewellery&watches
1099,143048,0,0,hm,apparels
575,88822,0,0,mercedesbenz,car
207,105777,0,0,forever21,apparels
54,8479,0,0,tagheuer,jewellery&watches
380,85854,0,0,mercedesbenz,car
449,131746,0,0,bmw,car
205,42308,0,0,danielwellington,jewellery&watches
388,120268,0,0,bmw,car
129,8090,0,0,esteelauder,beauty&cosmetic
20,998,0,0,lovisajewellery,jewellery&watches
78,43881,0,0,danielwellington,jewellery&watches
53,8145,0,0,tagheuer,jewellery&watches
15,2724,0,0,cottononbody,sports equipment
247,78197,0,0,hm,apparels
134,84468,0,0,mercedesbenz,car
532,122607,0,0,bmw,car
82,11901,0,0,bulgariofficial,jewellery&watches
54,9987,0,0,bulgariofficial,jewellery&watches
138,86209,0,0,mercedesbenz,car
83,12792,0,0,bulgariofficial,jewellery&watches
273,15634,0,0,bulgariofficial,jewellery&watches
176,78518,0,0,hm,apparels
97,32939,0,0,topshop,apparels
262,82318,0,0,mercedesbenz,car
106,8928,0,0,tagheuer,jewellery&watches
544,9060,0,0,esteelauder,beauty&cosmetic
505,49648,0,0,mercedesbenz,car
223,50655,0,0,lamborghini,car
35,5116,0,0,revlon,beauty&cosmetic
277,37195,0,0,topshop,apparels
421,97439,0,0,forever21,apparels
1738,144401,0,0,bmw,car
84,9901,0,0,tagheuer,jewellery&watches
14,919,0,0,kitchenaidusa,home equipment
1,1516,0,0,hyundaiusa,car
55,36113,0,0,topshop,apparels
876,124145,0,0,mercedesbenz,car
86,16455,0,0,danielwellington,jewellery&watches
243,25048,0,0,tiffanyandco,jewellery&watches
59,5174,0,0,toyotausa,car
17,854,0,0,kitchenaidusa,home equipment
81,8734,0,0,tagheuer,jewellery&watches
176,103027,0,0,forever21,apparels
113,36663,0,0,danielwellington,jewellery&watches
166,101568,0,0,bmw,car
265,11615,0,0,ferrariusa,car
496,65401,0,0,mercedesbenz,car
368,94769,0,0,mercedesbenz,car
5,828,0,0,lovisajewellery,jewellery&watches
163,44465,0,0,danielwellington,jewellery&watches
39,2144,0,0,cottononbody,sports equipment
459,117232,0,0,hm,apparels
87,8567,0,0,tagheuer,jewellery&watches
669,100524,0,0,mercedesbenz,car
500,122004,0,0,bmw,car
57,11348,0,0,esteelauder,beauty&cosmetic
261,110400,0,0,hm,apparels
83,4889,0,0,tagheuer,jewellery&watches
200,90109,0,0,mercedesbenz,car
1367,52137,0,0,louisvuitton,apparels
1168,56560,0,0,topshop,apparels
360,70705,0,0,dior,apparels
16,10736,0,0,yslbeauty,beauty&cosmetic
42,7309,0,0,tagheuer,jewellery&watches
283,114732,0,0,bmw,car
347,122256,0,0,forever21,apparels
631,122159,0,0,hm,apparels
498,43259,0,0,tiffanyandco,jewellery&watches
28,9714,0,0,yslbeauty,beauty&cosmetic
963,61895,0,0,lamborghini,car
3,1177,0,0,hyundaiusa,car
70,16744,0,0,danielwellington,jewellery&watches
9,9018,0,0,yslbeauty,beauty&cosmetic
100,85861,0,0,mercedesbenz,car
125,33835,0,0,topshop,apparels
51,7543,0,0,tagheuer,jewellery&watches
854,43480,0,0,danielwellington,jewellery&watches
416,128373,0,0,bmw,car
1029,97335,0,0,mercedesbenz,car
300,118453,0,0,forever21,apparels
914,103821,0,0,mercedesbenz,car
6,2991,0,0,cottononbody,sports equipment
88,9888,0,0,tagheuer,jewellery&watches
126,43000,0,0,danielwellington,jewellery&watches
293,101401,0,0,mercedesbenz,car
247,116163,0,0,bmw,car
278,86404,0,0,dior,apparels
168,61179,0,0,adidas,sports equipment
26,9760,0,0,esteelauder,beauty&cosmetic
150,38646,0,0,topshop,apparels
2871,85313,0,0,mercedesbenz,car
110,8219,0,0,tagheuer,jewellery&watches
31,11152,0,0,yslbeauty,beauty&cosmetic
382,123339,0,0,hm,apparels
100,4294,0,0,toyotausa,car
40,4493,0,0,toyotausa,car
29,4489,0,0,toyotausa,car
45,8650,0,0,yslbeauty,beauty&cosmetic
66,3375,0,0,toyotausa,car
479,44285,0,0,louisvuitton,apparels
43,21738,0,0,tiffanyandco,jewellery&watches
119,10214,0,0,bulgariofficial,jewellery&watches
25,1527,0,0,hyundaiusa,car
83,3891,0,0,toyotausa,car
972,72886,0,0,dior,apparels
27,7001,0,0,esteelauder,beauty&cosmetic
352,51213,0,0,topshop,apparels
25,2884,0,0,toyotausa,car
129,99794,0,0,bmw,car
90,23823,0,0,tiffanyandco,jewellery&watches
73,8145,0,0,tagheuer,jewellery&watches
78,12814,0,0,yslbeauty,beauty&cosmetic
55,1354,0,0,kitchenaidusa,home equipment
322,65330,0,0,lamborghini,car
1268,89213,0,0,mercedesbenz,car
48,27693,0,0,danielwellington,jewellery&watches
478,106682,0,0,forever21,apparels
102,5045,0,0,toyotausa,car
56,4021,0,0,toyotausa,car
299,108040,0,0,mercedesbenz,car
4,701,0,0,kitchenaidusa,home equipment
27,7211,0,0,tagheuer,jewellery&watches
683,109596,0,0,forever21,apparels
191,28962,0,0,tiffanyandco,jewellery&watches
376,106197,0,0,bmw,car
25,3333,0,0,toyotausa,car
726,63988,0,0,mercedesbenz,car
113,14883,0,0,ferrariusa,car
619,140405,0,0,forever21,apparels
92,4793,0,0,toyotausa,car
105,5232,0,0,toyotausa,car
34,5010,0,0,revlon,beauty&cosmetic
223,79273,0,0,mercedesbenz,car
112,1135,0,0,lovisajewellery,jewellery&watches
122,44350,0,0,danielwellington,jewellery&watches
25,3016,0,0,cottononbody,sports equipment
47,7861,0,0,tagheuer,jewellery&watches
922,79993,0,0,mercedesbenz,car
6398,109305,0,0,bmw,car
153,47792,0,0,topshop,apparels
62,10635,0,0,esteelauder,beauty&cosmetic
4,4127,0,0,tagheuer,jewellery&watches
672,75571,0,0,hm,apparels
1262,93875,0,0,mercedesbenz,car
1256,57204,0,0,louisvuitton,apparels
261,37340,0,0,topshop,apparels
857,57280,0,0,mercedesbenz,car
80,25524,0,0,tiffanyandco,jewellery&watches
135,2979,0,0,toyotausa,car
251,37027,0,0,danielwellington,jewellery&watches
275,12164,0,0,esteelauder,beauty&cosmetic
116,35633,0,0,dior,apparels
104,7079,0,0,tagheuer,jewellery&watches
98,5125,0,0,toyotausa,car
340,109355,0,0,bmw,car
156,34341,0,0,topshop,apparels
7,1841,0,0,hyundaiusa,car
13,2417,0,0,hyundaiusa,car
444,32098,0,0,tiffanyandco,jewellery&watches
79,45523,0,0,mercedesbenz,car
120,33915,0,0,lamborghini,car
16,3915,0,0,tagheuer,jewellery&watches
127,7063,0,0,revlon,beauty&cosmetic
9,4031,0,0,tagheuer,jewellery&watches
103,30895,0,0,danielwellington,jewellery&watches
242,98022,0,0,forever21,apparels
31,3690,0,0,toyotausa,car
871,143985,0,0,bmw,car
49,71788,0,0,mercedesbenz,car
4549,408049,0,0,nike,sports equipment
31,851,0,0,lovisajewellery,jewellery&watches
577,109945,0,0,forever21,apparels
321,103219,0,0,mercedesbenz,car
165,54255,0,0,danielwellington,jewellery&watches
10,3602,0,0,cottononbody,sports equipment
63,3407,0,0,cottononbody,sports equipment
109,6767,0,0,tagheuer,jewellery&watches
134,90369,0,0,mercedesbenz,car
653,134912,0,0,bmw,car
57,7077,0,0,yslbeauty,beauty&cosmetic
1191,190554,0,0,hm,apparels
27,10521,0,0,esteelauder,beauty&cosmetic
92,5042,0,0,tagheuer,jewellery&watches
260,50175,0,0,topshop,apparels
345,92509,0,0,mercedesbenz,car
403,56492,0,0,dior,apparels
105,69702,0,0,mercedesbenz,car
33,4751,0,0,revlon,beauty&cosmetic
158,85001,0,0,adidas,sports equipment
82,54107,0,0,lamborghini,car
755,50635,0,0,danielwellington,jewellery&watches
18,5981,0,0,tagheuer,jewellery&watches
426,19057,0,0,ferrariusa,car
87,34871,0,0,tiffanyandco,jewellery&watches
11,5482,0,0,yslbeauty,beauty&cosmetic
114,34765,0,0,tiffanyandco,jewellery&watches
214,44948,0,0,tiffanyandco,jewellery&watches
126,29185,0,0,topshop,apparels
318,104329,0,0,bmw,car
310,99460,0,0,hm,apparels
24,7527,0,0,yslbeauty,beauty&cosmetic
34,5374,0,0,toyotausa,car
6,1340,0,0,hyundaiusa,car
225,13140,0,0,esteelauder,beauty&cosmetic
27,32684,0,0,topshop,apparels
540,126083,0,0,forever21,apparels
200,91114,0,0,mercedesbenz,car
61,7838,0,0,tagheuer,jewellery&watches
377,31351,0,0,danielwellington,jewellery&watches
3,716,0,0,kitchenaidusa,home equipment
119,4283,0,0,toyotausa,car
431,134602,0,0,bmw,car
202,90328,0,0,mercedesbenz,car
25,883,0,0,lovisajewellery,jewellery&watches
703,136960,0,0,forever21,apparels
121,99901,0,0,mercedesbenz,car
133,51460,0,0,danielwellington,jewellery&watches
2442,191921,0,0,hm,apparels
545,98879,0,0,mercedesbenz,car
3,5626,0,0,tagheuer,jewellery&watches
314,46527,0,0,topshop,apparels
219,115333,0,0,bmw,car
499,74607,0,0,dior,apparels
32,8283,0,0,yslbeauty,beauty&cosmetic
84,7448,0,0,tagheuer,jewellery&watches
204,57880,0,0,topshop,apparels
29,9012,0,0,esteelauder,beauty&cosmetic
129,28473,0,0,danielwellington,jewellery&watches
115,66147,0,0,mercedesbenz,car
139,95111,0,0,hm,apparels
658,118687,0,0,dior,apparels
49,8103,0,0,yslbeauty,beauty&cosmetic
17,7014,0,0,tagheuer,jewellery&watches
32,7084,0,0,esteelauder,beauty&cosmetic
311,114225,0,0,bmw,car
157,83771,0,0,forever21,apparels
19,629,0,0,kitchenaidusa,home equipment
39,8442,0,0,yslbeauty,beauty&cosmetic
62,30921,0,0,topshop,apparels
70,52755,0,0,mercedesbenz,car
1300,183593,0,0,hm,apparels
27,5795,0,0,esteelauder,beauty&cosmetic
66,38327,0,0,danielwellington,jewellery&watches
60,10200,0,0,tagheuer,jewellery&watches
15,1620,0,0,toyotausa,car
233,117134,0,0,bmw,car
105,87604,0,0,mercedesbenz,car
7,892,0,0,lovisajewellery,jewellery&watches
31,7984,0,0,esteelauder,beauty&cosmetic
131,68865,0,0,mercedesbenz,car
33,3767,0,0,cottononbody,sports equipment
280,52132,0,0,danielwellington,jewellery&watches
137,4850,0,0,tagheuer,jewellery&watches
416,122921,0,0,hm,apparels
237,117502,0,0,mercedesbenz,car
391,61286,0,0,dior,apparels
691,138670,0,0,bmw,car
85,8060,0,0,tagheuer,jewellery&watches
1457,88285,0,0,topshop,apparels
532,106661,0,0,hm,apparels
147,78303,0,0,mercedesbenz,car
472,39698,0,0,tiffanyandco,jewellery&watches
27,11827,0,0,yslbeauty,beauty&cosmetic
57,8529,0,0,esteelauder,beauty&cosmetic
79,9589,0,0,tagheuer,jewellery&watches
299,107035,0,0,bmw,car
25,5327,0,0,revlon,beauty&cosmetic
51,35623,0,0,danielwellington,jewellery&watches
3732,426943,0,0,nike,sports equipment
18,1287,0,0,kitchenaidusa,home equipment
129,12291,0,0,esteelauder,beauty&cosmetic
114,78158,0,0,mercedesbenz,car
247,102455,0,0,forever21,apparels
125,12438,0,0,tagheuer,jewellery&watches
794,55727,0,0,danielwellington,jewellery&watches
127,73341,0,0,mercedesbenz,car
314,122025,0,0,bmw,car
213,91202,0,0,mercedesbenz,car
330,93164,0,0,mercedesbenz,car
379,111365,0,0,hm,apparels
1732,197864,0,0,hm,apparels
77,9935,0,0,tagheuer,jewellery&watches
412,77197,0,0,mercedesbenz,car
11,2509,0,0,cottononbody,sports equipment
11,2996,0,0,cottononbody,sports equipment
118,4455,0,0,tagheuer,jewellery&watches
26,10002,0,0,esteelauder,beauty&cosmetic
2934,129587,0,0,mercedesbenz,car
329,92761,0,0,mercedesbenz,car
7,795,0,0,kitchenaidusa,home equipment
363,114491,0,0,bmw,car
231,28052,0,0,danielwellington,jewellery&watches
376,66449,0,0,lamborghini,car
665,130914,0,0,bmw,car
1204,80386,0,0,topshop,apparels
46,4384,0,0,toyotausa,car
411,99481,0,0,hm,apparels
252,98065,0,0,mercedesbenz,car
225,102191,0,0,forever21,apparels
11,604,0,0,kitchenaidusa,home equipment
3,1541,0,0,hyundaiusa,car
8,2013,0,0,hyundaiusa,car
69,30204,0,0,topshop,apparels
68,36750,0,0,tiffanyandco,jewellery&watches
41,7505,0,0,tagheuer,jewellery&watches
1,635,0,0,kitchenaidusa,home equipment
16,3401,0,0,toyotausa,car
107,43447,0,0,danielwellington,jewellery&watches
266,107741,0,0,bmw,car
50,10945,0,0,esteelauder,beauty&cosmetic
345,34593,0,0,tiffanyandco,jewellery&watches
334,92407,0,0,mercedesbenz,car
48,2853,0,0,toyotausa,car
109,79744,0,0,forever21,apparels
49,5454,0,0,revlon,beauty&cosmetic
54,6154,0,0,esteelauder,beauty&cosmetic
228,78812,0,0,mercedesbenz,car
128,45618,0,0,danielwellington,jewellery&watches
6,932,0,0,lovisajewellery,jewellery&watches
79,9284,0,0,tagheuer,jewellery&watches
309,95968,0,0,hm,apparels
1256,120459,0,0,bmw,car
424,117893,0,0,mercedesbenz,car
9,4753,0,0,tagheuer,jewellery&watches
542,80130,0,0,louisvuitton,apparels
675,124472,0,0,hm,apparels
201,91757,0,0,mercedesbenz,car
625,58540,0,0,topshop,apparels
57,7988,0,0,esteelauder,beauty&cosmetic
321,85843,0,0,mercedesbenz,car
348,84061,0,0,hm,apparels
1031,150558,0,0,bmw,car
118,14412,0,0,bulgariofficial,jewellery&watches
44,8133,0,0,yslbeauty,beauty&cosmetic
158,42772,0,0,topshop,apparels
214,59558,0,0,lamborghini,car
5,3677,0,0,tagheuer,jewellery&watches
4,2733,0,0,toyotausa,car
13,749,0,0,kitchenaidusa,home equipment
23,6955,0,0,yslbeauty,beauty&cosmetic
62,40261,0,0,danielwellington,jewellery&watches
193,40340,0,0,tiffanyandco,jewellery&watches
25,4888,0,0,tagheuer,jewellery&watches
20,2097,0,0,hyundaiusa,car
97,15659,0,0,ferrariusa,car
226,71765,0,0,mercedesbenz,car
44,8497,0,0,yslbeauty,beauty&cosmetic
75,8391,0,0,tagheuer,jewellery&watches
2,2225,0,0,toyotausa,car
277,109261,0,0,forever21,apparels
98,34248,0,0,danielwellington,jewellery&watches
116,73427,0,0,mercedesbenz,car
41,4839,0,0,revlon,beauty&cosmetic
80,1113,0,0,kitchenaidusa,home equipment
563,88098,0,0,mercedesbenz,car
136,50550,0,0,danielwellington,jewellery&watches
93,4891,0,0,tagheuer,jewellery&watches
810,139588,0,0,hm,apparels
349,127379,0,0,bmw,car
1223,113510,0,0,mercedesbenz,car
3194,145180,0,0,dior,apparels
216,112061,0,0,bmw,car
140,54167,0,0,louisvuitton,apparels
260,90946,0,0,mercedesbenz,car
14,3677,0,0,tagheuer,jewellery&watches
129,11651,0,0,esteelauder,beauty&cosmetic
87,35581,0,0,topshop,apparels
624,51633,0,0,lamborghini,car
1059,81818,0,0,mercedesbenz,car
106,10364,0,0,bulgariofficial,jewellery&watches
3,7157,0,0,yslbeauty,beauty&cosmetic
4,667,0,0,kitchenaidusa,home equipment
658,107249,0,0,bmw,car
108,12291,0,0,bulgariofficial,jewellery&watches
312,86424,0,0,hm,apparels
102,4437,0,0,tagheuer,jewellery&watches
10,8460,0,0,yslbeauty,beauty&cosmetic
8,2106,0,0,toyotausa,car
76,34816,0,0,danielwellington,jewellery&watches
36,2020,0,0,hyundaiusa,car
8,8912,0,0,yslbeauty,beauty&cosmetic
293,81509,0,0,mercedesbenz,car
43,7106,0,0,tagheuer,jewellery&watches
53,26703,0,0,tiffanyandco,jewellery&watches
139,106258,0,0,forever21,apparels
18,2806,0,0,toyotausa,car
274,109136,0,0,bmw,car
172,26908,0,0,danielwellington,jewellery&watches
161,77726,0,0,mercedesbenz,car
69,4210,0,0,revlon,beauty&cosmetic
7,1981,0,0,toyotausa,car
175,80566,0,0,mercedesbenz,car
3,664,0,0,lovisajewellery,jewellery&watches
84,46229,0,0,danielwellington,jewellery&watches
75,8414,0,0,tagheuer,jewellery&watches
8,2547,0,0,cottononbody,sports equipment
831,121097,0,0,bmw,car
464,97395,0,0,mercedesbenz,car
149,15320,0,0,bulgariofficial,jewellery&watches
469,73205,0,0,louisvuitton,apparels
667,71088,0,0,topshop,apparels
35,9678,0,0,esteelauder,beauty&cosmetic
355,88766,0,0,hm,apparels
31,6957,0,0,tagheuer,jewellery&watches
61,28918,0,0,dior,apparels
142,46477,0,0,lamborghini,car
339,112528,0,0,bmw,car
87,11441,0,0,bulgariofficial,jewellery&watches
112,14244,0,0,ferrariusa,car
163,26638,0,0,tiffanyandco,jewellery&watches
2,3422,0,0,tagheuer,jewellery&watches
1600,112384,0,0,hm,apparels
89,86358,0,0,forever21,apparels
19,1849,0,0,hyundaiusa,car
108,43388,0,0,danielwellington,jewellery&watches
14,657,0,0,kitchenaidusa,home equipment
172,82008,0,0,mercedesbenz,car
234,106949,0,0,forever21,apparels
1188,143766,0,0,bmw,car
50,31045,0,0,danielwellington,jewellery&watches
93,71854,0,0,mercedesbenz,car
224,107644,0,0,forever21,apparels
20,766,0,0,kitchenaidusa,home equipment
105,80639,0,0,mercedesbenz,car
113,7614,0,0,tagheuer,jewellery&watches
10,3256,0,0,cottononbody,sports equipment
285,89407,0,0,mercedesbenz,car
334,128428,0,0,bmw,car
118,35514,0,0,louisvuitton,apparels
71,4223,0,0,tagheuer,jewellery&watches
810,116655,0,0,hm,apparels
103,45643,0,0,louisvuitton,apparels
116,8717,0,0,esteelauder,beauty&cosmetic
401,111199,0,0,mercedesbenz,car
154,45659,0,0,topshop,apparels
81,854,0,0,kitchenaidusa,home equipment
59,8196,0,0,tagheuer,jewellery&watches
218,46107,0,0,mercedesbenz,car
267,42678,0,0,louisvuitton,apparels
322,21049,0,0,bulgariofficial,jewellery&watches
271,40919,0,0,tiffanyandco,jewellery&watches
8,5089,0,0,yslbeauty,beauty&cosmetic
238,104574,0,0,hm,apparels
2,4085,0,0,tagheuer,jewellery&watches
230,46481,0,0,lamborghini,car
29,6670,0,0,yslbeauty,beauty&cosmetic
11,5340,0,0,tagheuer,jewellery&watches
561,117160,0,0,forever21,apparels
14,2774,0,0,toyotausa,car
33,6423,0,0,revlon,beauty&cosmetic
298,27675,0,0,danielwellington,jewellery&watches
40,12265,0,0,ferrariusa,car
7,709,0,0,kitchenaidusa,home equipment
1,1154,0,0,hyundaiusa,car
406,89642,0,0,mercedesbenz,car
10,5654,0,0,yslbeauty,beauty&cosmetic
27,2822,0,0,toyotausa,car
444,132997,0,0,bmw,car
162,34025,0,0,danielwellington,jewellery&watches
266,81387,0,0,mercedesbenz,car
389,107587,0,0,forever21,apparels
21,2767,0,0,toyotausa,car
67,47949,0,0,danielwellington,jewellery&watches
933,156859,0,0,hm,apparels
13,3481,0,0,tagheuer,jewellery&watches
19,3231,0,0,cottononbody,sports equipment
523,133638,0,0,bmw,car
174,109302,0,0,mercedesbenz,car
6,4453,0,0,tagheuer,jewellery&watches
14,9153,0,0,yslbeauty,beauty&cosmetic
154,7256,0,0,tagheuer,jewellery&watches
229,112818,0,0,mercedesbenz,car
26,8494,0,0,yslbeauty,beauty&cosmetic
7,1277,0,0,kitchenaidusa,home equipment
33,8888,0,0,tagheuer,jewellery&watches
154,94209,0,0,mercedesbenz,car
234,99221,0,0,hm,apparels
255,49388,0,0,tiffanyandco,jewellery&watches
117,10054,0,0,tagheuer,jewellery&watches
481,97888,0,0,bmw,car
48,7312,0,0,esteelauder,beauty&cosmetic
19,9123,0,0,yslbeauty,beauty&cosmetic
192,33355,0,0,topshop,apparels
418,113625,0,0,forever21,apparels
768,46483,0,0,danielwellington,jewellery&watches
260,67417,0,0,lamborghini,car
372,94821,0,0,mercedesbenz,car
88,9337,0,0,tagheuer,jewellery&watches
191,89707,0,0,hm,apparels
30,7818,0,0,esteelauder,beauty&cosmetic
349,38722,0,0,danielwellington,jewellery&watches
116,39726,0,0,topshop,apparels
505,127403,0,0,bmw,car
276,90144,0,0,mercedesbenz,car
292,117035,0,0,forever21,apparels
1,1870,0,0,cottononbody,sports equipment
19,3392,0,0,revlon,beauty&cosmetic
457,95006,0,0,mercedesbenz,car
150,79921,0,0,mercedesbenz,car
39,6572,0,0,tagheuer,jewellery&watches
199,104252,0,0,bmw,car
182,57624,0,0,topshop,apparels
15,3484,0,0,tagheuer,jewellery&watches
